Quando un fronte si definisce freddo?,"quando una massa d'aria fredda (quindi meno umida ma più densa) si avvicina e si incunea sotto a una massa relativamente più calda (più umida e più leggera), facendola salire e determinando un raffreddamento della regione in cui transita.","quando una massa d'aria più calda (quindi anche più umida) si avvicina a una relativamente più fredda (e meno umida), scorrendovi sopra.",quando una massa d'aria si interseca con la superficie terrestre.,"quando una massa d'aria fredda (quindi meno umida ma più densa) si avvicina e si incunea sotto a una massa relativamente più calda (più umida e più leggera), facendola salire e determinando un raffreddamento della regione in cui transita."
Come può definirsi un fronte stazionario?,"un fronte che non presenta alcun movimento, ossia nessuna delle masse d'aria interessate  invade sensibilmente la zona occupata dall'altra.",la sovrapposizione di un fronte caldo e un fronte freddo.,"un fronte che presenta un movimento verticale, tale da generare nubi denominate cirri.","un fronte che non presenta alcun movimento, ossia nessuna delle masse d'aria interessate  invade sensibilmente la zona occupata dall'altra."
Nel nostro emisfero:,il vento al suolo spira in senso orario intorno a una bassa pressione (o ciclone).,"il vento al suolo spira in
senso antiorario intorno a una bassa pressione (o ciclone).",il vento al suolo spira in senso antiorario intorno a un'alta pressione (a un anticiclone).,"il vento al suolo spira in
senso antiorario intorno a una bassa pressione (o ciclone)."
Cosa si intende per gradiente barico orizzontale?,la differenza di temperatura esistente tra due masse d'aria confinanti tra loro.,la differenza di pressione esistente tra due masse d'aria confinanti tra loro.,la differenza di umidità esistente tra due masse d'aria confinanti tra loro.,la differenza di pressione esistente tra due masse d'aria confinanti tra loro.
Gli alisei sono:,"venti periodici che spirano ad una velocità compresa tra i 40 e i 50 nodi e la cui intensità risulta maggiore nei mesi
caldi e umidi.",venti permanenti che spirano ad una velocità compresa tra i 13 e i 18 nodi e la cui intensità risulta maggiore nei mesi freddi.,"venti periodici che spirano ad una velocità compresa tra i 30 e i 40 nodi e la cui
intensità risulta maggiore nei mesi caldi e umidi.",venti permanenti che spirano ad una velocità compresa tra i 13 e i 18 nodi e la cui intensità risulta maggiore nei mesi freddi.
Cosa si intende per altezza della marea?,il valore dell'altezza delle onde di marea rispetto allo zero idrografico (in inglese chart datum).,il valore dell'altezza media delle più alte onde di marea rispetto allo zero idrografico (in inglese chart datum).,il valore dell'altezza dell'alta marea o della bassa marea rispetto allo zero idrografico (in inglese chart datum ).,il valore dell'altezza dell'alta marea o della bassa marea rispetto allo zero idrografico (in inglese chart datum ).
Qual è l'Ente nazionale preposto a produrre le informazioni destinate all'assistenza meteorologica delle unità navali in navigazione nel Mar Mediterraneo?,il Centro Nazionale di Meteorologia e Climatologia Aeronautica.,il Centro Nazionale delle Stazioni radio costiere.,la Centrale Operativa della Guardia Costiera.,il Centro Nazionale di Meteorologia e Climatologia Aeronautica.
"Cosa sono gli ""avvisi"" meteorologici sono messaggi che contengono:",utili informazioni afferenti fenomeni di improvvisi innalzamenti di  maree sigiziali.,utili informazioni afferenti fenomeni di improvvisi cambi di direzione delle correnti marine.,utili informazioni afferenti fenomeni  meteorologici pericolosi per la navigazione marittima.,utili informazioni afferenti fenomeni  meteorologici pericolosi per la navigazione marittima.
"Nell'ambito delle previsioni locali, quali segni premonitori possono indicare il perdurare del bel tempo?",repentino aumento della pressione atmosferica e presenza di cumulonembi all'orizzonte.,"la pressione rimane costante o sale lentamente ed il sole si presenta di colore rosso nelle ore serali in condizioni di
cielo chiaro.",repentino aumento della temperatura e basso tenore di umidità nell'atmosfera.,"la pressione rimane costante o sale lentamente ed il sole si presenta di colore rosso nelle ore serali in condizioni di
cielo chiaro."
"Nell'ambito delle previsioni locali, quali segni premonitori possono indicare il possibile peggioramento del tempo?","addensamento dei cirri in cirrostrati, repentina riduzione della pressione e presenza di vento sostenuto già dalle prime ore del mattino.",movimento delle nubi da Sud verso Nord e incremento repentino dell'umidità al tramonto.,rotazione del vento da Sud verso Est e riduzione del livello del mare indipendentemente dalla marea.,"addensamento dei cirri in cirrostrati, repentina riduzione della pressione e presenza di vento sostenuto già dalle prime ore del mattino."
"Nell'ambito delle previsioni locali, quali segni premonitori possono indicare il possibile miglioramento del tempo?",abbassamento delle nubi e brusco calo della pressione atmosferica.,"innalzamento delle basi delle nubi, rotazione in senso orario del vento da Est verso Sud e poi Ovest e rapido
innalzamento della pressione.",repentino annuvolamento del cielo e movimento delle nubi a differenti altezze e in diverse direzioni.,"innalzamento delle basi delle nubi, rotazione in senso orario del vento da Est verso Sud e poi Ovest e rapido
innalzamento della pressione."
"Nell'ambito delle previsioni locali, quali segni premonitori possono indicare il possibile verificarsi di precipitazioni piovose?","i venti da Sud calano di intensità, il barometro sale costantemente e il livello del mare tende a salire.","il barometro sale costantemente, con brusco calo della temperatura.","le nubi si addensano, i cirri assumono di una colorazione rossastra con calo repentino della pressione e rinforzo dei venti provenienti da Sud.","le nubi si addensano, i cirri assumono di una colorazione rossastra con calo repentino della pressione e rinforzo dei venti provenienti da Sud."
Quali sono tra questi gli elementi che preannunciano l'approssimarsi di tempo cattivo durante la navigazione?,brusca caduta della pressione atmosferica e presenza di nuvole ad alto sviluppo verticale.,presenza di mare lungo e nuvole stratificate.,diminuzione della temperatura di rugiada e presenza di mare lungo.,brusca caduta della pressione atmosferica e presenza di nuvole ad alto sviluppo verticale.
"Nell'ambito delle previsioni locali, quali segni premonitori possono indicare la possibile formazione di nebbia?","movimento di un flusso di aria fredda e secca da una
regione oceanica più calda ad una più fredda, presenza di acqua molto più calda rispetto all'aria sovrastante e
presenza di vento teso.","movimento di un flusso di aria calda e umida da una regione oceanica più calda a una più fredda, presenza di acqua molto più fredda rispetto all'aria sovrastante e presenza di vento debole.","oscuramento del cielo durante le ore serali, presenza di aria secca e vento regolare.","movimento di un flusso di aria calda e umida da una regione oceanica più calda a una più fredda, presenza di acqua molto più fredda rispetto all'aria sovrastante e presenza di vento debole."
Come possono suddividersi le carte meteorologiche?,carte al suolo e carte in quota.,carte generali e carte particolari.,carte gnomoniche e carte equatoriali.,carte al suolo e carte in quota.
Che tipo di fronte è rappresentato in figura?,fronte caldo.,fronte freddo.,fronte occluso.,fronte freddo.
Che tipo di fronte è rappresentato in figura?,fronte freddo.,fronte occluso.,fronte caldo.,fronte caldo.
Che tipo di fronte è rappresentato in figura?,fronte freddo.,fronte stazionario.,fronte caldo.,fronte stazionario.
Che tipo di fronte è rappresentato in figura?,fronte occluso,fronte stazionario.,fronte caldo.,fronte occluso
Quali sono i venti del I quadrante?,"Mezzogiorno, Libeccio e Ponente.","Ponente, Maestrale e Tramontana.","Tramontana, Grecale e Levante.","Tramontana, Grecale e Levante."
Quali sono i venti del II quadrante?,"Levante, Scirocco e Mezzogiorno.","Mezzogiorno, Libeccio e Ponente.","Ponente, Maestrale e Tramontana.","Levante, Scirocco e Mezzogiorno."
Quali sono i venti del III quadrante?,"Tramontana, Grecale e Levante.","Ponente, Maestrale e Tramontana.","Mezzogiorno, Libeccio e Ponente.","Mezzogiorno, Libeccio e Ponente."
Quali sono i venti del IV quadrante?,"Ponente, Maestrale e Tramontana.","Tramontana, Grecale e Levante.","Levante, Scirocco e Mezzogiorno.","Ponente, Maestrale e Tramontana."
La rosa dei venti rappresenta:,"nome, forza e direzione dei venti.","l'orizzonte visibile, con il nome e la direzione di provenienza dei venti tipici del  Mediterraneo.",la destinazione dei venti principali.,"l'orizzonte visibile, con il nome e la direzione di provenienza dei venti tipici del  Mediterraneo."
"Gli ""Avvisi di Burrasca"" sono diffusi via radio:","preceduti dal segnale di sicurezza  ""SECURITÈ"".","preceduti dal segnale di sicurezza""MAYDAY"".","preceduti dal segnale di sicurezza ""PANPAN"".","preceduti dal segnale di sicurezza  ""SECURITÈ""."
"Gli ""Avvisi di Tempesta"" o ""di Burrasca"":",coprono  un'area  estesa quanto il mar Mediterraneo.,segnalano che una tempesta o burrasca si svilupperà non prima di 12 ore.,segnalano tempesta o burrasca in corso o imminente.,segnalano tempesta o burrasca in corso o imminente.
Il Ponente spira dalla direzione cardinale:,Est.,Nord.,Ovest.,Ovest.
L'anemometro misura:,La velocità del vento.,La velocità della corrente.,La velocità dell'imbarcazione.,La velocità del vento.
Da quale direzione proviene il vento di Scirocco?,Sud-Est.,Sud-Ovest.,Nord-Ovest.,Sud-Est.
Quali tra le seguenti informazioni sono riportate nel Meteomar:,"sorgere e tramonto del sole, per valutare la formazione delle nebbie.",avvisi urgenti ai naviganti (Avurnav).,"avvisi (es. di temporali o di burrasca), in corso o previsti.","avvisi (es. di temporali o di burrasca), in corso o previsti."
Da quale direzione proviene il vento di Grecale?,Nord-Est.,Sud-Est.,Sud-Ovest.,Nord-Est.
Quale vento spira da 135 gradi?,Grecale.,Levante.,Scirocco.,Scirocco.
Da Nord - Est spira il:,Levante,Ponente.,Grecale.,Grecale.
Come viene diffuso il bollettino Meteomar?,"sul canale VHF 78, di continuo.","sul canale VHF 16, alle ore sinottiche principali (UTC).","sul canale 68, di continuo.","sul canale 68, di continuo."
La Brezza soffia dal mare perchè:,la terraferma si scalda più in fretta del mare.,sia la terraferma che il mare raggiungono la stessa temperatura ed il vento spira dal mare.,la terraferma si raffredda più in fretta del mare.,la terraferma si scalda più in fretta del mare.
Il Meteomar emesso alle ore 12:00 UTC di oggi:,è valido sino alle ore 18:00 UTC di oggi.,è valido sino alle ore 12:00 UTC di domani.,è valido sino alle ore 00:00 UTC di domani.,è valido sino alle ore 00:00 UTC di domani.
Il vento è originato da?,instabilità e umidità dell'aria.,differenti valori di temperatura e pressione dell'aria.,gradiente termico verticale e umidità dell'aria.,differenti valori di temperatura e pressione dell'aria.
"La sezione ""Tendenza"" nel Meteomar indica:",una possibile burrasca.,la direzione di provenienza e la forza del vento per le prossime 96 ore.,la tendenza dello stato del mare nelle 12 ore successive al periodo di validità della “Previsione”.,la tendenza dello stato del mare nelle 12 ore successive al periodo di validità della “Previsione”.
Le brezze hanno origine:,se ci sono differenze di riscaldamento tra mare e terraferma.,nei caldi pomeriggi estivi.,nelle calde serate estive.,se ci sono differenze di riscaldamento tra mare e terraferma.
La Brezza spira da terra di notte perché la terraferma:,e il mare raggiungono la stessa  temperatura.,si raffredda più in fretta del mare.,si scalda più in fretta del mare.,si raffredda più in fretta del mare.
Il Meteomar è trasmesso:,dal Ministero dello Sviluppo Economico (ex Comunicazioni).,dalle Stazioni Radio costiere.,dalle Capitanerie di porto.,dalle Stazioni Radio costiere.
Da Est spira:,Levante.,Ponente.,Tramontana.,Levante.
Gli Avvisi di burrasca (Gale Warnings):,sono diffusi via VHF con precedenza assoluta su tutti gli altri messaggi di natura meteorologica.,sono diffusi via VHF in coda con gli altri messaggi di natura meteorologica.,forniscono informazioni su venti forza 12.,sono diffusi via VHF con precedenza assoluta su tutti gli altri messaggi di natura meteorologica.
La brezza:,di notte risente della condizione in base alla quale il mare si raffredda più in fretta della terraferma.,di giorno soffia dal mare verso la terraferma.,è un indicatore di condizioni generali di cattivo tempo.,di giorno soffia dal mare verso la terraferma.
La brezza di terra spira:,ininterrottamente per 24 ore al giorno.,di notte.,di giorno.,di notte.
"Con corrente e vento, l'un l'altro contro in direzione opposta, l'onda è:",ripida.,alta.,incomprensibile.,ripida.
La brezza di terra è innescata:,dal rapido raffreddamento della terraferma rispetto al mare.,dal raffreddamento del mare.,dal riscaldamento della terraferma da parte del sole.,dal rapido raffreddamento della terraferma rispetto al mare.
La brezza:,è più consistente nelle giornate di pioggia.,di notte spira dalla terraferma verso il mare.,di giorno è dovuta alla pressione più alta sulla terraferma che sul mare.,di notte spira dalla terraferma verso il mare.
"La sezione ""Tendenza” circa il vento indicato nel Meteomar:",fornisce la tendenza del vento nelle 12 ore successive al periodo di validità del Meteomar medesimo.,"fornisce la tendenza del
vento nelle 24 ore successive al periodo di validità del Meteomar medesimo.",fornisce previsioni relative alle 48 ore successive al periodo di validità del Meteomar medesimo.,fornisce la tendenza del vento nelle 12 ore successive al periodo di validità del Meteomar medesimo.
La direzione di provenienza:,del Grecale è da E.,della tramontana è tra il II° e il III° quadrante.,del maestrale è da NW.,del maestrale è da NW.
Da quale direzione proviene il vento di Libeccio?,Nord-Ovest.,Sud-Ovest.,Sud-Est,Sud-Ovest.
La brezza:,di notte soffia dal mare verso la terra.,è un indicatore di condizioni generali di cattivo tempo.,di notte è ragionevolmente dovuta al più rapido raffreddamento della terraferma rispetto al mare.,di notte è ragionevolmente dovuta al più rapido raffreddamento della terraferma rispetto al mare.
Il vento che viene da 270 gradi si chiama:,Scirocco.,Ponente.,Levante.,Ponente.
Quale affermazione è corretta tra le seguenti:,con il barometro misuro il valore  della  tendenza barografica   istantanea.,la pressione dell'aria è misurata con il barometro.,"generalmente, se il tempo peggiora la pressione aumenta.",la pressione dell'aria è misurata con il barometro.
Ostro e Mezzogiorno:,sono lo stesso vento.,non sono venti.,non sono lo stesso vento.,sono lo stesso vento.
Quale affermazione tra le seguenti è corretta:,il barometro misura la temperatura dell’aria.,il barometro misura la pressione  dell’aria.,in genere se il tempo peggiora l'umidità diminuisce.,il barometro misura la pressione  dell’aria.
Individuare la corretta direzione di provenienza:,la Tramontana spira da N.,il Libeccio spira da 135 gradi.,l'Ostro spira da NW.,la Tramontana spira da N.
Da quale direzione proviene il vento di Libeccio?,Nord-Ovest.,Sud-Ovest.,Sud-Est.,Sud-Ovest.
Individuare l'affermazione corretta:,l'Ostro spira da 180 gradi.,lo Scirocco spira da 225 gradi.,il Levante spira da 135 gradi.,l'Ostro spira da 180 gradi.
Riguardo al bollettino meteomar:,la trasmissione avviene tramite le Capitanerie di porto.,orari e canali di servizio sono riportati sulla pubblicazione Radioservizi per la navigazione edita dall'I.I.M.M.,orari e canali di servizio sono riportati sulla pubblicazione Radioservizi per la navigazione edita dall'A.M.,orari e canali di servizio sono riportati sulla pubblicazione Radioservizi per la navigazione edita dall'I.I.M.M.
L’umidità relativa si misura con:,barografo.,barometro.,igrometro.,igrometro.
La formazione delle brezze è innescata dalla diversa:,umidità tra due zone.,pressione atmosferica tra due zone.,temperatura tra due zone.,temperatura tra due zone.
"L’aria, se calda, è:",più leggera di quella fredda.,più pesante di quella fredda.,data dai venti che soffiano da E e NE.,più leggera di quella fredda.
La pressione atmosferica viene considerata:,"normale, se uguale a 1003,2 hPa; alta se superiore e bassa se inferiore al suddetto valore.","normale, se uguale a 1023,2 hPa; alta se superiore e bassa se inferiore al suddetto valore.","normale, se uguale a 1013,2 hPa; alta se superiore e bassa se inferiore al suddetto valore.","normale, se uguale a 1013,2 hPa; alta se superiore e bassa se inferiore al suddetto valore."
Quale affermazione tra le seguenti è corretta:,lo stato del mare è misurato con la scala di Dorrestein.,se la pressione diminuisce il tempo volgerà al bello.,"generalmente, l'orizzonte chiaro, con calma di vento, preannuncia bel tempo.","generalmente, l'orizzonte chiaro, con calma di vento, preannuncia bel tempo."
Quali sono i valori minimi e massimi delle scale del vento e del mare?,"vento da 0 a 14, mare da 0 a
10.","vento da 0 a 12, mare da 0 a
9.","vento da 1 a 10, mare da 1 a
9.","vento da 0 a 12, mare da 0 a
9."
Quale affermazione è corretta tra le seguenti:,il vento di levante proviene da oriente.,il vento di libeccio è un vento cardinale.,il vento di ponente spira verso ovest.,il vento di levante proviene da oriente.
Quale affermazione è corretta tra le seguenti:,il levante spira tra N e NNW.,il libeccio spira tra S e SSE.,lo scirocco spira da SE.,lo scirocco spira da SE.
"I venti che spirano dai 4 punti intercardinali (NE, SE, SW, NW) prendono il nome dalla regione:",di provenienza.,dove si manifestano più frequentemente (es.libeccio in Libia).,verso la quale si dirigono.,di provenienza.
"Al passaggio di un fronte freddo, la pressione:",sale bruscamente.,"diminuisce dietro, alle spalle del fronte, e dopo di nuovo aumenta repentinamente.",diminuisce.,sale bruscamente.
"Una ""Burrasca"":",corrisponde a un termine descrittivo della Forza del vento.,corrisponde a uno stato del mare abbastanza agitato.,corrisponde a un gergo marinaro usato per esprimere un tempo perturbato in zone lontane.,corrisponde a un termine descrittivo della Forza del vento.
"I ""Cirri"" sono:",le nubi più alte che di norma indicano bel tempo se la pressione è stazionaria o in salita.,le nubi di altezza media tra 2000 e 6000 m.,le nubi da cui è possibile prevedere l'arrivo brusco di un fronte freddo e le piogge entro 6 ore.,le nubi più alte che di norma indicano bel tempo se la pressione è stazionaria o in salita.
La violenza di un temporale è in funzione:,dello sviluppo verticale della nube.,dell'escursione termica.,della stagione.,dello sviluppo verticale della nube.
Il fronte:,è quella linea di separazione sussistente tra due correnti di stessa intensità ma con verso opposto.,è la linea che separa due strati di cumuli-nembi e nembo-strati.,è una linea che esprime la superficie di contatto o di discontinuità che separa due masse d'aria.,è una linea che esprime la superficie di contatto o di discontinuità che separa due masse d'aria.
"I ""Cumuli"" sono:",nubi grigie stratiformi.,le nubi più alte di aspetto chiaro e filamentoso.,nubi a sviluppo verticale.,nubi a sviluppo verticale.
"Il ""fetch minimo"" è:","il tratto di mare, privo di ostacoli, sul quale soffia un vento per un certo periodo, oltre il quale tratto di mare le onde raggiungeranno la massima altezza per quel dato vento.",una condizione del mare caratterizzata da onde corte e ripide.,un vento caldo e secco discendente da una catena montuosa.,"il tratto di mare, privo di ostacoli, sul quale soffia un vento per un certo periodo, oltre il quale tratto di mare le onde raggiungeranno la massima altezza per quel dato vento."
In genere la pressione aumenta se:,spirano venti freddi dal 4° e 1° quadrante.,spirano venti freddi dal 2° e 3° quadrante.,nessuna delle due affermazioni suddette è corretta.,spirano venti freddi dal 4° e 1° quadrante.
Sono nuvole temporalesche:,gli altocumuli,i  cumulonembi.,i   nembostrati.,i  cumulonembi.
"Generalmente, al passaggio di un fronte freddo:","la pressione diminuisce in modo irregolare, inoltre la temperatura e l'umidità sono in aumento.","la visibilità peggiora, vi sono nubi di tipo altostratiforme e nebbie.","la pressione aumenta bruscamente, il vento rinforza con raffiche.","la pressione aumenta bruscamente, il vento rinforza con raffiche."
"Generalmente, con aria instabile si hanno precipitazioni:",scarse.,di forte intensità e a intermittenza.,poco intense.,di forte intensità e a intermittenza.
Come si definisce una corrente di marea?,"lo spostamento orizzontale delle acque marine generato dalla marea, non collegato al moto ondoso",lo spostamento verticale delle acque marine generato dalla marea.,lo spostamento obliquo delle acque marine generato dalla marea.,"lo spostamento orizzontale delle acque marine generato dalla marea, non collegato al moto ondoso"
Una corrente marina è:,un movimento di masse d'acqua non derivante dal moto ondoso o dalla marea.,un movimento di masse d'acqua generato dal moto ondoso o dalla marea.,un movimento di masse d'acqua generato dall'azione combinata delle maree e del moto ondoso.,un movimento di masse d'acqua non derivante dal moto ondoso o dalla marea.
"In genere, con aria instabile la visibilità è:","buona, a volte ottima.",scarsa.,nessuna delle due affermazioni suddette è corretta.,"buona, a volte ottima."
"Riguardo alla corrente marina, è possibile affermare che:","si verifica in acque relativamente basse e negli stretti, e relative adiacenze, colleganti due bacini.",l'intero ciclo copre un periodo di alcune ore.,si verifica in acque profonde e in mari aperti e che risente del moto di rotazione terrestre.,si verifica in acque profonde e in mari aperti e che risente del moto di rotazione terrestre.
La corrente di marea:,"si verifica in acque relativamente basse e negli stretti, e relative adiacenze, colleganti due bacini.",è un fenomeno stagionale.,la massa d'acqua interessata ha una sua densità e temperatura diversa dalla massa d'acqua circostante.,"si verifica in acque relativamente basse e negli stretti, e relative adiacenze, colleganti due bacini."
Un fronte stazionario indica:,una persistente situazione di stallo e di maltempo.,un fronte attivo di temporali.,un fronte che si muove poco.,una persistente situazione di stallo e di maltempo.
Il vento è teso quando:,la direzione media e la velocità media si mantengono costanti per un certo periodo di tempo.,la direzione media muta continuamente mentre la velocità media rimane costante.,è a raffiche quando direzione e velocità medie variano notevolmente e improvvisamente.,la direzione media e la velocità media si mantengono costanti per un certo periodo di tempo.
I vento è a raffiche quando:,la direzione media rimane costante mentre la velocità media presenta improvvisi picchi con valori di almeno 10 nodi oltre la media e di durata inferiore al minuto.,quando la direzione media muta continuamente mentre la velocità media rimane costante per un certo periodo di tempo.,"quando direzione e velocità medie non variano, come accade nel corso di temporali.",la direzione media rimane costante mentre la velocità media presenta improvvisi picchi con valori di almeno 10 nodi oltre la media e di durata inferiore al minuto.
Il Foehn (o Fohn) indica:,un vento che discende forzatamente di quota lungo il versante sottovento di un ostacolo orografico.,"un vento che, per effetto di un ostacolo orografico, è costretto a salire di quota lungo il versante sopravento.",un vento anabatico.,un vento che discende forzatamente di quota lungo il versante sottovento di un ostacolo orografico.
Cosa provoca il moto ondoso?,le maree alle quadrature.,la sabbia quando è vicina alle rocce.,il  vento.,il  vento.
La lunghezza di un'onda è data dalla distanza:,orizzontale tra due incavi successivi.,orizzontale tra due creste successive.,verticale tra la cresta di un'onda e l'incavo dell'onda successiva.,orizzontale tra due creste successive.
L'altezza di un'onda è data dalla distanza verticale:,tra la cresta e l'incavo.,tra la cresta e il frangente.,tra il frangente e l'incavo.,tra la cresta e l'incavo.
Generalmente un'onda frange quando:,la profondità del fondale è maggiore del doppio dell'altezza dell'onda.,il rapporto tra altezza e lunghezza (ripidità) dell'onda è maggiore di 1/25.,il rapporto tra altezza e lunghezza (ripidità) dell'onda è maggiore di 1/7.,il rapporto tra altezza e lunghezza (ripidità) dell'onda è maggiore di 1/7.
Generalmente un'onda frange quando:,il rapporto tra altezza e lunghezza (ripidità) dell'onda è maggiore di 1/8.,la profondità del fondale è maggiore del doppio dell'altezza dell'onda.,la profondità del fondale è minore del doppio dell'altezza dell'onda.,la profondità del fondale è minore del doppio dell'altezza dell'onda.
"Cosa si intende per ""mare vivo""?","quando l'onda proviene per propagazione da una zona lontana, rispetto all'osservatore, dove agisce un vento che lo sta generando.",è generato da un vento che agisce sul posto dove si trova l'osservatore.,è una zona ricca di pesce.,è generato da un vento che agisce sul posto dove si trova l'osservatore.
"Quando si ha il così detto ""mare lungo"" circa le onde?",quando c'è vento ma non c'è onda.,quando si ha moto ondoso generato da un vento che agisce sul posto dove si trova l'osservatore.,"quando si ha moto ondoso proveniente per propagazione da una zona lontana, rispetto all'osservatore, in cui è presente un ""mare vivo"".","quando si ha moto ondoso proveniente per propagazione da una zona lontana, rispetto all'osservatore, in cui è presente un ""mare vivo""."
"L'osservatore valuta che sta navigando con un ""mare vecchio"" (o ""morto"") se il sistema di onde:",persiste sul posto dove si trova l'osservatore pur in assenza dell'azione diretta del vento che lo aveva generato.,è generato da un vento che agisce sul posto dove si trova l'osservatore.,"proviene per propagazione da una zona lontana, rispetto all'osservatore, in
cui è presente un mare vivo.",persiste sul posto dove si trova l'osservatore pur in assenza dell'azione diretta del vento che lo aveva generato.
Quant’è il valore di pressione media sul livello del mare?,"1053,2 hPa.","1003,2 mm.","1013,2 hPa.","1013,2 hPa."
"In genere, nella zona che precede un fronte caldo:",la pressione aumenta rapidamente.,si ha pioggia intermittente.,la pressione cade rapidamente.,la pressione cade rapidamente.
"Se la pressione sale bruscamente, cosa possiamo attenderci:",il passaggio di un fronte freddo.,il passaggio di un fronte caldo.,il passaggio di un fronte occluso.,il passaggio di un fronte freddo.
Quali sono gli effetti di un fronte caldo?,"il rapido sollevamento dell’aria calda genera nubi di
tipo cumulonembo generando fenomeni meteorologici
anche violenti come rovesci, temporali e vento forte.","l'aria calda, raffreddandosi, causa piogge leggere al passaggio del fronte.",nebbia da irraggiamento.,"l'aria calda, raffreddandosi, causa piogge leggere al passaggio del fronte."
Quali sono gli effetti di un fronte freddo?,"il rapido sollevamento dell’aria calda genera nubi di tipo cumulonembo, generando fenomeni meteorologici anche violenti come rovesci, temporali e vento forte.","l'aria calda, raffreddandosi, causa piogge leggere al passaggio del fronte.",nebbia da irraggiamento.,"il rapido sollevamento dell’aria calda genera nubi di tipo cumulonembo, generando fenomeni meteorologici anche violenti come rovesci, temporali e vento forte."
Quale differenza c'è fra nebbia e foschia?,nessuna.,"entrambe riducono la visibilità, ma si ha la nebbia quando la visibilità viene ridotta a valori inferiori a 1 km.","entrambe riducono la visibilità, ma si ha la foschia quando la visibilità viene ridotta a valori inferiori a 1 km.","entrambe riducono la visibilità, ma si ha la nebbia quando la visibilità viene ridotta a valori inferiori a 1 km."
"Circa il gradiente barico, i venti saranno:",sempre costanti fra un'isobara e l'altra.,"più deboli quanto minore è la distanza tra una isobara e l'altra, perché minore è la differenza di pressione.","più forti quanto minore è la distanza tra una isobara e l'altra, perché maggiore è la differenza di pressione.","più forti quanto minore è la distanza tra una isobara e l'altra, perché maggiore è la differenza di pressione."
Il grado di longitudine è la misura della distanza:,angolare tra l'equatore ed il parallelo passante per  il punto.,angolare tra due meridiani ed è pari a 60 minuti d'arco.,equivalente ad un miglio marino.,angolare tra due meridiani ed è pari a 60 minuti d'arco.
Il grado di latitudine è la misura della distanza:,angolare tra un meridiano ed il successivo corrispondente ad 1' di arco.,equivalente ad un miglio marino.,"angolare tra l'equatore ed il parallelo, oppure tra due paralleli.","angolare tra l'equatore ed il parallelo, oppure tra due paralleli."
L'arco di meridiano compreso fra l'equatore e il parallelo passante per il punto esprime:,la latitudine del punto.,l'affermazione è errata.,la distanza angolare compresa fra i paralleli passanti per i due punti.,la latitudine del punto.
La latitudine è misurata:,da 0° a 90° verso Est o verso Ovest.,da 0° a 180° verso Nord o verso Sud.,la latitudine si misura da 0° a 90° verso Nord o verso Sud.,la latitudine si misura da 0° a 90° verso Nord o verso Sud.
La longitudine si misura:,da 0° a 90° verso Est o verso Ovest.,da 0° a 180° verso Est o verso Ovest.,da 0° a 180° verso Nord o verso Sud.,da 0° a 180° verso Est o verso Ovest.
Il meridiano è:,"un circolo minore della superficie terrestre, parallelo al piano dell'equatore.",il circolo massimo ottenuto attraverso l'intersezione della sfera terrestre con un piano perpendicolare  all'asse polare e passante per il centro della terra.,ogni semicircolo massimo che passa per i due poli geografici Nord e Sud.,ogni semicircolo massimo che passa per i due poli geografici Nord e Sud.
Le coordinate geografiche sono date da:,equatore e meridiano di Greenwich.,latitudine e longitudine.,"Nord, Sud, Est, Ovest.",latitudine e longitudine.
I cerchi fondamentali del sistema di coordinate sono:,il meridiano di Greenwich ed il meridiano di Monte Mario.,l'ortodromia e la lossodromia.,l'equatore ed il meridiano di Greenwich.,l'equatore ed il meridiano di Greenwich.
"Considerando la terra perfettamente sferica, il miglio nautico corrisponde:",alla lunghezza dell'arco di un circolo di parallelo che corrisponde ad a 1' (un primo) misurato sulla scala della longitudine.,alla lunghezza dell'arco di circolo massimo che corrisponde a 1' (un primo) di latitudine.,a 1896 metri.,alla lunghezza dell'arco di circolo massimo che corrisponde a 1' (un primo) di latitudine.
Il meridiano di Greenwich è:,il semicerchio massimo fondamentale al quale si rapportano le longitudini dei luoghi.,il semicerchio massimo fondamentale al quale si rapportano le latitudini dei luoghi; divide la terra in due emisferi: Nord e Sud.,"il circolo massimo fondamentale, al quale si rapportano le latitudini dei luoghi; divide la terra nei due emisferi Nord e Sud.",il semicerchio massimo fondamentale al quale si rapportano le longitudini dei luoghi.
"Cos'è il ""grado""?","è l'unità di misura angolare, pari alla 360^ parte di un angolo giro; si divide in 60' (minuti d'arco) ed ogni primo in 60"" (secondi d'arco).","è l'unità di misura angolare, pari alla 60^ parte di un angolo giro; si divide in 100' (minuti d'arco) ed ogni primo in 60"" (secondi d'arco).","è l'unità di misura angolare, pari alla 100^ parte di un angolo giro; si divide in 100' (minuti d'arco) ed ogni primo in 100"" (secondi d'arco).","è l'unità di misura angolare, pari alla 360^ parte di un angolo giro; si divide in 60' (minuti d'arco) ed ogni primo in 60"" (secondi d'arco)."
L'arco di equatore compreso tra il meridiano fondamentale ed il meridiano passante per il punto esprime:,l'arco di meridiano inferiore a 90 gradi compreso fra i due punti.,la longitudine del punto.,la distanza angolare compresa fra i meridiani passanti per i due punti.,la longitudine del punto.
I Circoli Massimi sono:,gli Antimeridiani.,l'Equatore ed i Meridiani con i rispettivi Antimeridiani.,l'insieme dei Paralleli e i Meridiani.,l'Equatore ed i Meridiani con i rispettivi Antimeridiani.
